# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_duplication	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_inversion	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
YKR065C	YKR065C	TRANSCRIPT_YKR065C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR066C	YKR066C	TRANSCRIPT_YKR066C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YKR067W	YKR067W	TRANSCRIPT_YKR067W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YKR073C	YKR073C	TRANSCRIPT_YKR073C	protein_coding	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
YLL018C-A	YLL018C-A	TRANSCRIPT_YLL018C-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL019C	YLL019C	TRANSCRIPT_YLL019C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL019W-A	YLL019W-A	TRANSCRIPT_YLL019W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL020C	YLL020C	TRANSCRIPT_YLL020C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL021W	YLL021W	TRANSCRIPT_YLL021W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLL022C	YLL022C	TRANSCRIPT_YLL022C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL023C	YLL023C	TRANSCRIPT_YLL023C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL035W	YLL035W	TRANSCRIPT_YLL035W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL036C	YLL036C	TRANSCRIPT_YLL036C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL037W	YLL037W	TRANSCRIPT_YLL037W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL038C	YLL038C	TRANSCRIPT_YLL038C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL039C	YLL039C	TRANSCRIPT_YLL039C	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL040C	YLL040C	TRANSCRIPT_YLL040C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL044W	YLL044W	TRANSCRIPT_YLL044W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL045C	YLL045C	TRANSCRIPT_YLL045C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL046C	YLL046C	TRANSCRIPT_YLL046C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL047W	YLL047W	TRANSCRIPT_YLL047W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL048C	YLL048C	TRANSCRIPT_YLL048C	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLL049W	YLL049W	TRANSCRIPT_YLL049W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL050C	YLL050C	TRANSCRIPT_YLL050C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL051C	YLL051C	TRANSCRIPT_YLL051C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YLL052C	YLL052C	TRANSCRIPT_YLL052C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL053C	YLL053C	TRANSCRIPT_YLL053C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL054C	YLL054C	TRANSCRIPT_YLL054C	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
YLL055W	YLL055W	TRANSCRIPT_YLL055W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLL056C	YLL056C	TRANSCRIPT_YLL056C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLL065W	YLL065W	TRANSCRIPT_YLL065W	protein_coding	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0
YLR033W	YLR033W	TRANSCRIPT_YLR033W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR034C	YLR034C	TRANSCRIPT_YLR034C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR035C	YLR035C	TRANSCRIPT_YLR035C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR036C	YLR036C	TRANSCRIPT_YLR036C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR037C	YLR037C	TRANSCRIPT_YLR037C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR038C	YLR038C	TRANSCRIPT_YLR038C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR039C	YLR039C	TRANSCRIPT_YLR039C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR096W	YLR096W	TRANSCRIPT_YLR096W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR097C	YLR097C	TRANSCRIPT_YLR097C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR098C	YLR098C	TRANSCRIPT_YLR098C	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR099C	YLR099C	TRANSCRIPT_YLR099C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR099W-A	YLR099W-A	TRANSCRIPT_YLR099W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR100W	YLR100W	TRANSCRIPT_YLR100W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR101C	YLR101C	TRANSCRIPT_YLR101C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR102C	YLR102C	TRANSCRIPT_YLR102C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR103C	YLR103C	TRANSCRIPT_YLR103C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR114C	YLR114C	TRANSCRIPT_YLR114C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR115W	YLR115W	TRANSCRIPT_YLR115W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR116W	YLR116W	TRANSCRIPT_YLR116W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR117C	YLR117C	TRANSCRIPT_YLR117C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR118C	YLR118C	TRANSCRIPT_YLR118C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR179C	YLR179C	TRANSCRIPT_YLR179C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR180W	YLR180W	TRANSCRIPT_YLR180W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR181C	YLR181C	TRANSCRIPT_YLR181C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR182W	YLR182W	TRANSCRIPT_YLR182W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR183C	YLR183C	TRANSCRIPT_YLR183C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR184W	YLR184W	TRANSCRIPT_YLR184W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR185W	YLR185W	TRANSCRIPT_YLR185W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR186W	YLR186W	TRANSCRIPT_YLR186W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR187W	YLR187W	TRANSCRIPT_YLR187W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR188W	YLR188W	TRANSCRIPT_YLR188W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR189C	YLR189C	TRANSCRIPT_YLR189C	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
YLR190W	YLR190W	TRANSCRIPT_YLR190W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR191W	YLR191W	TRANSCRIPT_YLR191W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR192C	YLR192C	TRANSCRIPT_YLR192C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR255C	YLR255C	TRANSCRIPT_YLR255C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR256W	YLR256W	TRANSCRIPT_YLR256W	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
YLR257W	YLR257W	TRANSCRIPT_YLR257W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR258W	YLR258W	TRANSCRIPT_YLR258W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR326W	YLR326W	TRANSCRIPT_YLR326W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR327C	YLR327C	TRANSCRIPT_YLR327C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR328W	YLR328W	TRANSCRIPT_YLR328W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR329W	YLR329W	TRANSCRIPT_YLR329W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YLR330W	YLR330W	TRANSCRIPT_YLR330W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR331C	YLR331C	TRANSCRIPT_YLR331C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR332W	YLR332W	TRANSCRIPT_YLR332W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR339C	YLR339C	TRANSCRIPT_YLR339C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YLR340W	YLR340W	TRANSCRIPT_YLR340W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YLR341W	YLR341W	TRANSCRIPT_YLR341W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YLR342W	YLR342W	TRANSCRIPT_YLR342W	protein_coding	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
YLR342W-A	YLR342W-A	TRANSCRIPT_YLR342W-A	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR343W	YLR343W	TRANSCRIPT_YLR343W	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YML017W	YML017W	TRANSCRIPT_YML017W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML018C	YML018C	TRANSCRIPT_YML018C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML019W	YML019W	TRANSCRIPT_YML019W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML020W	YML020W	TRANSCRIPT_YML020W	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YML021C	YML021C	TRANSCRIPT_YML021C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML022W	YML022W	TRANSCRIPT_YML022W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML023C	YML023C	TRANSCRIPT_YML023C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML041C	YML041C	TRANSCRIPT_YML041C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YML042W	YML042W	TRANSCRIPT_YML042W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YML043C	YML043C	TRANSCRIPT_YML043C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YML046W	YML046W	TRANSCRIPT_YML046W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML047C	YML047C	TRANSCRIPT_YML047C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML047W-A	YML047W-A	TRANSCRIPT_YML047W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML048W	YML048W	TRANSCRIPT_YML048W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML049C	YML049C	TRANSCRIPT_YML049C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YML050W	YML050W	TRANSCRIPT_YML050W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML051W	YML051W	TRANSCRIPT_YML051W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML052W	YML052W	TRANSCRIPT_YML052W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML096W	YML096W	TRANSCRIPT_YML096W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML097C	YML097C	TRANSCRIPT_YML097C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML098W	YML098W	TRANSCRIPT_YML098W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML099C	YML099C	TRANSCRIPT_YML099C	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YML099W-A	YML099W-A	TRANSCRIPT_YML099W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML100W	YML100W	TRANSCRIPT_YML100W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML109W	YML109W	TRANSCRIPT_YML109W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML110C	YML110C	TRANSCRIPT_YML110C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML111W	YML111W	TRANSCRIPT_YML111W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YML112W	YML112W	TRANSCRIPT_YML112W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML113W	YML113W	TRANSCRIPT_YML113W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YML114C	YML114C	TRANSCRIPT_YML114C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YML132W	YML132W	TRANSCRIPT_YML132W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
YMR013W-A	YMR013W-A	TRANSCRIPT_YMR013W-A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR014W	YMR014W	TRANSCRIPT_YMR014W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR015C	YMR015C	TRANSCRIPT_YMR015C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR016C	YMR016C	TRANSCRIPT_YMR016C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR017W	YMR017W	TRANSCRIPT_YMR017W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR027W	YMR027W	TRANSCRIPT_YMR027W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR028W	YMR028W	TRANSCRIPT_YMR028W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR029C	YMR029C	TRANSCRIPT_YMR029C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR030W	YMR030W	TRANSCRIPT_YMR030W	protein_coding	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
YMR031C	YMR031C	TRANSCRIPT_YMR031C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR031W-A	YMR031W-A	TRANSCRIPT_YMR031W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR032W	YMR032W	TRANSCRIPT_YMR032W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR036C	YMR036C	TRANSCRIPT_YMR036C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR037C	YMR037C	TRANSCRIPT_YMR037C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR038C	YMR038C	TRANSCRIPT_YMR038C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR039C	YMR039C	TRANSCRIPT_YMR039C	protein_coding	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
YMR040W	YMR040W	TRANSCRIPT_YMR040W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR041C	YMR041C	TRANSCRIPT_YMR041C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR042W	YMR042W	TRANSCRIPT_YMR042W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR064W	YMR064W	TRANSCRIPT_YMR064W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR065W	YMR065W	TRANSCRIPT_YMR065W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR066W	YMR066W	TRANSCRIPT_YMR066W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR067C	YMR067C	TRANSCRIPT_YMR067C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR068W	YMR068W	TRANSCRIPT_YMR068W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR069W	YMR069W	TRANSCRIPT_YMR069W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR167W	YMR167W	TRANSCRIPT_YMR167W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR168C	YMR168C	TRANSCRIPT_YMR168C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR169C	YMR169C	TRANSCRIPT_YMR169C	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YMR170C	YMR170C	TRANSCRIPT_YMR170C	protein_coding	2	0	0	1	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0
YMR171C	YMR171C	TRANSCRIPT_YMR171C	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR172C-A	YMR172C-A	TRANSCRIPT_YMR172C-A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR172W	YMR172W	TRANSCRIPT_YMR172W	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR173W	YMR173W	TRANSCRIPT_YMR173W	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR173W-A	YMR173W-A	TRANSCRIPT_YMR173W-A	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR174C	YMR174C	TRANSCRIPT_YMR174C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR175W	YMR175W	TRANSCRIPT_YMR175W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR175W-A	YMR175W-A	TRANSCRIPT_YMR175W-A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR176W	YMR176W	TRANSCRIPT_YMR176W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR297W	YMR297W	TRANSCRIPT_YMR297W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR298W	YMR298W	TRANSCRIPT_YMR298W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR299C	YMR299C	TRANSCRIPT_YMR299C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR300C	YMR300C	TRANSCRIPT_YMR300C	protein_coding	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
YMR301C	YMR301C	TRANSCRIPT_YMR301C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR302C	YMR302C	TRANSCRIPT_YMR302C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR313C	YMR313C	TRANSCRIPT_YMR313C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR314W	YMR314W	TRANSCRIPT_YMR314W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR315W	YMR315W	TRANSCRIPT_YMR315W	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YMR315W-A	YMR315W-A	TRANSCRIPT_YMR315W-A	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
YMR316C-A	YMR316C-A	TRANSCRIPT_YMR316C-A	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR316C-B	YMR316C-B	TRANSCRIPT_YMR316C-B	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR316W	YMR316W	TRANSCRIPT_YMR316W	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
YMR317W	YMR317W	TRANSCRIPT_YMR317W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR318C	YMR318C	TRANSCRIPT_YMR318C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR319C	YMR319C	TRANSCRIPT_YMR319C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YMR326C	YMR326C	TRANSCRIPT_YMR326C	protein_coding	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0
YNL017C	YNL017C	TRANSCRIPT_YNL017C	protein_coding	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
YNL018C	YNL018C	TRANSCRIPT_YNL018C	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YNL033W	YNL033W	TRANSCRIPT_YNL033W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL034W	YNL034W	TRANSCRIPT_YNL034W	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
YNL035C	YNL035C	TRANSCRIPT_YNL035C	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL036W	YNL036W	TRANSCRIPT_YNL036W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL037C	YNL037C	TRANSCRIPT_YNL037C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL038W	YNL038W	TRANSCRIPT_YNL038W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL039W	YNL039W	TRANSCRIPT_YNL039W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL040W	YNL040W	TRANSCRIPT_YNL040W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL041C	YNL041C	TRANSCRIPT_YNL041C	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL042W	YNL042W	TRANSCRIPT_YNL042W	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL042W-B	YNL042W-B	TRANSCRIPT_YNL042W-B	protein_coding	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
YNL043C	YNL043C	TRANSCRIPT_YNL043C	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL044W	YNL044W	TRANSCRIPT_YNL044W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL045W	YNL045W	TRANSCRIPT_YNL045W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL046W	YNL046W	TRANSCRIPT_YNL046W	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
YNL051W	YNL051W	TRANSCRIPT_YNL051W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL052W	YNL052W	TRANSCRIPT_YNL052W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL053W	YNL053W	TRANSCRIPT_YNL053W	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL054W	YNL054W	TRANSCRIPT_YNL054W	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
